"","county","year","foi","incidence","previousyear","previnf"
"1753","Edmonson-Kentucky","2007",4.988507e-05,0,0,1
"1754","Edmonson-Kentucky","2008",0.001666917,0,0,4.988507e-05
"1755","Edmonson-Kentucky","2009",0.006411598,0,0,0.001666917
"1756","Edmonson-Kentucky","2010",0.06024633,0,0,0.006411598
"1757","Edmonson-Kentucky","2011",0.196033,0,0,0.06024633
"1758","Edmonson-Kentucky","2012",0.6008539,1,0,0.196033
"1765","Elliott-Kentucky","2007",0.0003652485,0,0,1
"1766","Elliott-Kentucky","2008",0.02616965,0,0,0.0003652485
"1767","Elliott-Kentucky","2009",0.08393158,0,0,0.02616965
"1768","Elliott-Kentucky","2010",0.2247456,0,0,0.08393158
"1769","Elliott-Kentucky","2011",0.3154458,0,0,0.2247456
"1770","Elliott-Kentucky","2012",0.7531129,1,0,0.3154458
"1777","Emmet-Michigan","2007",0.001426111,0,0,1
"1778","Emmet-Michigan","2008",0.004048982,0,0,0.001426111
"1779","Emmet-Michigan","2009",0.02020926,0,0,0.004048982
"1780","Emmet-Michigan","2010",0.06404511,0,0,0.02020926
"1781","Emmet-Michigan","2011",0.101825,0,0,0.06404511
"1782","Emmet-Michigan","2012",0.1213554,0,0,0.101825
"1783","Emmet-Michigan","2013",0.475232,0,0,0.1213554
"1784","Emmet-Michigan","2014",0.8924029,1,0,0.475232
"1789","Erie-New York","2007",0.02846234,0,0,1
"1790","Erie-New York","2008",0.09123747,0,0,0.02846234
"1791","Erie-New York","2009",0.3104143,1,0,0.09123747
"1801","Essex-New York","2007",0.324415,1,0,1
"1813","Estill-Kentucky","2007",0.00015485,0,0,1
"1814","Estill-Kentucky","2008",0.01016888,0,0,0.00015485
"1815","Estill-Kentucky","2009",0.03471559,0,0,0.01016888
"1816","Estill-Kentucky","2010",0.09446622,0,0,0.03471559
"1817","Estill-Kentucky","2011",0.1890064,0,0,0.09446622
"1818","Estill-Kentucky","2012",0.6253736,0,0,0.1890064
"1819","Estill-Kentucky","2013",0.9588055,1,0,0.6253736
"1825","Fairfield-Connecticut","2007",0.3324043,0,0,1
"1826","Fairfield-Connecticut","2008",0.6897786,0,0,0.3324043
"1827","Fairfield-Connecticut","2009",0.8242634,0,0,0.6897786
"1828","Fairfield-Connecticut","2010",0.9539132,1,0,0.8242634
"1837","Fayette-Kentucky","2007",0.0001773897,0,0,1
"1838","Fayette-Kentucky","2008",0.007844864,0,0,0.0001773897
"1839","Fayette-Kentucky","2009",0.02659741,0,0,0.007844864
"1840","Fayette-Kentucky","2010",0.09041733,0,0,0.02659741
"1841","Fayette-Kentucky","2011",0.2155753,0,0,0.09041733
"1842","Fayette-Kentucky","2012",0.561515,0,0,0.2155753
"1843","Fayette-Kentucky","2013",0.9533427,1,0,0.561515
"1849","Fayette-Pennsylvania","2007",0.00297774,0,0,1
"1850","Fayette-Pennsylvania","2008",0.05247839,0,0,0.00297774
"1851","Fayette-Pennsylvania","2009",0.1984237,1,0,0.05247839
"1861","Fayette-West Virginia","2007",0.0008352323,0,0,1
"1862","Fayette-West Virginia","2008",0.1344156,0,0,0.0008352323
"1863","Fayette-West Virginia","2009",0.4645748,0,0,0.1344156
"1864","Fayette-West Virginia","2010",0.7108064,1,0,0.4645748
"1873","Fentress-Tennessee","2007",4.566567e-05,0,0,1
"1874","Fentress-Tennessee","2008",0.00286965,0,0,4.566567e-05
"1875","Fentress-Tennessee","2009",0.01101735,0,0,0.00286965
"1876","Fentress-Tennessee","2010",0.03576554,0,0,0.01101735
"1877","Fentress-Tennessee","2011",0.1965098,0,0,0.03576554
"1878","Fentress-Tennessee","2012",0.6100537,1,0,0.1965098
"1885","Fillmore-Minnesota","2007",3.135074e-05,0,0,1
"1886","Fillmore-Minnesota","2008",0.0001294026,0,0,3.135074e-05
"1887","Fillmore-Minnesota","2009",0.001174159,0,0,0.0001294026
"1888","Fillmore-Minnesota","2010",0.002130024,0,0,0.001174159
"1889","Fillmore-Minnesota","2011",0.004333032,0,0,0.002130024
"1890","Fillmore-Minnesota","2012",0.009151439,0,0,0.004333032
"1891","Fillmore-Minnesota","2013",0.03799298,0,0,0.009151439
"1892","Fillmore-Minnesota","2014",0.1392635,0,0,0.03799298
"1893","Fillmore-Minnesota","2015",0.3009426,0,0,0.1392635
"1894","Fillmore-Minnesota","2016",0.7537638,1,0,0.3009426
"1897","Floyd-Georgia","2007",2.408808e-05,0,0,1
"1898","Floyd-Georgia","2008",0.001170559,0,0,2.408808e-05
"1899","Floyd-Georgia","2009",0.004413002,0,0,0.001170559
"1900","Floyd-Georgia","2010",0.01575814,0,0,0.004413002
"1901","Floyd-Georgia","2011",0.09772135,0,0,0.01575814
"1902","Floyd-Georgia","2012",0.3247487,0,0,0.09772135
"1903","Floyd-Georgia","2013",0.6676152,0,0,0.3247487
"1904","Floyd-Georgia","2014",0.7173849,1,0,0.6676152
"1909","Foard-Texas","2007",1.146349e-06,0,0,1
"1910","Foard-Texas","2008",8.818857e-06,0,0,1.146349e-06
"1911","Foard-Texas","2009",0.000182271,0,0,8.818857e-06
"1912","Foard-Texas","2010",0.0002738257,0,0,0.000182271
"1913","Foard-Texas","2011",0.0007635255,0,0,0.0002738257
"1914","Foard-Texas","2012",0.001542429,0,0,0.0007635255
"1915","Foard-Texas","2013",0.004100667,0,0,0.001542429
"1916","Foard-Texas","2014",0.01037512,0,0,0.004100667
"1917","Foard-Texas","2015",0.01628873,0,0,0.01037512
"1918","Foard-Texas","2016",0.9226751,0,0,0.01628873
"1919","Foard-Texas","2017",0.9775202,1,0,0.9226751
"1921","Forest Management District 50-Newfoundland","2007",0.0002530766,0,0,1
"1922","Forest Management District 50-Newfoundland","2008",0.0006091712,0,0,0.0002530766
"1923","Forest Management District 50-Newfoundland","2009",0.000866573,0,0,0.0006091712
"1924","Forest Management District 50-Newfoundland","2010",0.005713928,0,0,0.000866573
"1925","Forest Management District 50-Newfoundland","2011",0.01126296,0,0,0.005713928
"1926","Forest Management District 50-Newfoundland","2012",0.02607711,0,0,0.01126296
"1927","Forest Management District 50-Newfoundland","2013",0.04556207,0,0,0.02607711
"1928","Forest Management District 50-Newfoundland","2014",0.04926204,0,0,0.04556207
"1929","Forest Management District 50-Newfoundland","2015",0.05725667,0,0,0.04926204
"1930","Forest Management District 50-Newfoundland","2016",0.1790457,0,0,0.05725667
"1931","Forest Management District 50-Newfoundland","2017",0.9999987,1,0,0.1790457
"1933","Forest-Pennsylvania","2007",0.008877113,0,0,1
"1934","Forest-Pennsylvania","2008",0.05869514,0,0,0.008877113
"1935","Forest-Pennsylvania","2009",0.2200148,0,0,0.05869514
"1936","Forest-Pennsylvania","2010",0.3036161,0,0,0.2200148
"1937","Forest-Pennsylvania","2011",0.9062064,1,0,0.3036161
"1945","Franklin-Alabama","2007",1.933382e-05,0,0,1
"1946","Franklin-Alabama","2008",0.0005451705,0,0,1.933382e-05
"1947","Franklin-Alabama","2009",0.00275454,0,0,0.0005451705
"1948","Franklin-Alabama","2010",0.01592152,0,0,0.00275454
"1949","Franklin-Alabama","2011",0.1387665,0,0,0.01592152
"1950","Franklin-Alabama","2012",0.3225428,0,0,0.1387665
"1951","Franklin-Alabama","2013",0.5882629,0,0,0.3225428
"1952","Franklin-Alabama","2014",0.867908,0,0,0.5882629
"1953","Franklin-Alabama","2015",0.8956437,1,0,0.867908
"1957","Franklin-Arkansas","2007",4.186074e-06,0,0,1
"1958","Franklin-Arkansas","2008",4.639144e-05,0,0,4.186074e-06
"1959","Franklin-Arkansas","2009",0.003797663,0,0,4.639144e-05
"1960","Franklin-Arkansas","2010",0.004743607,0,0,0.003797663
"1961","Franklin-Arkansas","2011",0.02103613,0,0,0.004743607
"1962","Franklin-Arkansas","2012",0.03207222,0,0,0.02103613
"1963","Franklin-Arkansas","2013",0.1021005,0,0,0.03207222
"1964","Franklin-Arkansas","2014",0.4061265,1,0,0.1021005
"1969","Franklin-Massachusetts","2007",0.4607104,1,0,1
"1981","Franklin-Missouri","2007",1.42134e-05,0,0,1
"1982","Franklin-Missouri","2008",0.0001505216,0,0,1.42134e-05
"1983","Franklin-Missouri","2009",0.03496754,0,0,0.0001505216
"1984","Franklin-Missouri","2010",0.0397331,0,0,0.03496754
"1985","Franklin-Missouri","2011",0.1041528,0,0,0.0397331
"1986","Franklin-Missouri","2012",0.3686523,1,0,0.1041528
"1993","Franklin-New York","2007",0.294097,0,0,1
"1994","Franklin-New York","2008",0.6448256,1,0,0.294097
"2005","Franklin-Ohio","2007",0.001011766,0,0,1
"2006","Franklin-Ohio","2008",0.01578336,0,0,0.001011766
"2007","Franklin-Ohio","2009",0.05798011,0,0,0.01578336
"2008","Franklin-Ohio","2010",0.1307629,0,0,0.05798011
"2009","Franklin-Ohio","2011",0.2654906,0,0,0.1307629
"2010","Franklin-Ohio","2012",0.8459415,0,0,0.2654906
"2011","Franklin-Ohio","2013",0.9677284,1,0,0.8459415
"2017","Franklin-Tennessee","2007",2.059894e-05,0,0,1
"2018","Franklin-Tennessee","2008",0.0008875501,0,0,2.059894e-05
"2019","Franklin-Tennessee","2009",0.003460204,0,0,0.0008875501
"2020","Franklin-Tennessee","2010",0.01665423,0,0,0.003460204
"2021","Franklin-Tennessee","2011",0.1393054,1,0,0.01665423
"2029","Frederick-Virginia","2007",0.00472307,0,0,1
"2030","Frederick-Virginia","2008",0.1002193,0,0,0.00472307
"2031","Frederick-Virginia","2009",0.4581261,0,0,0.1002193
"2032","Frederick-Virginia","2010",0.7443769,1,0,0.4581261
"2041","Frio-Texas","2007",9.832674e-07,0,0,1
"2042","Frio-Texas","2008",8.655621e-06,0,0,9.832674e-07
"2043","Frio-Texas","2009",7.949882e-05,0,0,8.655621e-06
"2044","Frio-Texas","2010",0.0001506528,0,0,7.949882e-05
"2045","Frio-Texas","2011",0.0004169099,0,0,0.0001506528
"2046","Frio-Texas","2012",0.0009071694,0,0,0.0004169099
"2047","Frio-Texas","2013",0.002106105,0,0,0.0009071694
"2048","Frio-Texas","2014",0.004235644,0,0,0.002106105
"2049","Frio-Texas","2015",0.0055604,0,0,0.004235644
"2050","Frio-Texas","2016",0.01570962,0,0,0.0055604
"2051","Frio-Texas","2017",0.1979625,0,0,0.01570962
"2052","Frio-Texas","2018",1,1,0,0.1979625
"2053","Fulton-Pennsylvania","2007",0.006767288,0,0,1
"2054","Fulton-Pennsylvania","2008",0.09336869,0,0,0.006767288
"2055","Fulton-Pennsylvania","2009",0.3998814,0,0,0.09336869
"2056","Fulton-Pennsylvania","2010",0.6344513,1,0,0.3998814
"2065","Garland-Arkansas","2007",1.172633e-05,0,0,1
"2066","Garland-Arkansas","2008",0.0001489076,0,0,1.172633e-05
"2067","Garland-Arkansas","2009",0.007295475,0,0,0.0001489076
"2068","Garland-Arkansas","2010",0.01034766,0,0,0.007295475
"2069","Garland-Arkansas","2011",0.04200194,0,0,0.01034766
"2070","Garland-Arkansas","2012",0.07076282,0,0,0.04200194
"2071","Garland-Arkansas","2013",0.1947626,0,0,0.07076282
"2072","Garland-Arkansas","2014",0.6171216,1,0,0.1947626
"2077","Garrard-Kentucky","2007",0.0001263782,0,0,1
"2078","Garrard-Kentucky","2008",0.00664257,0,0,0.0001263782
"2079","Garrard-Kentucky","2009",0.02309518,0,0,0.00664257
"2080","Garrard-Kentucky","2010",0.07478939,0,0,0.02309518
"2081","Garrard-Kentucky","2011",0.1925439,0,0,0.07478939
"2082","Garrard-Kentucky","2012",0.6352109,0,0,0.1925439
"2083","Garrard-Kentucky","2013",0.9482356,1,0,0.6352109
"2089","Garrett-Maryland","2007",0.002542628,0,0,1
"2090","Garrett-Maryland","2008",0.06813519,0,0,0.002542628
"2091","Garrett-Maryland","2009",0.3074917,0,0,0.06813519
"2092","Garrett-Maryland","2010",0.6041477,1,0,0.3074917
"2101","Gaston-North Carolina","2007",0.0001986337,0,0,1
"2102","Gaston-North Carolina","2008",0.02503052,0,0,0.0001986337
"2103","Gaston-North Carolina","2009",0.07709163,0,0,0.02503052
"2104","Gaston-North Carolina","2010",0.2128368,0,0,0.07709163
"2105","Gaston-North Carolina","2011",0.2569429,0,0,0.2128368
"2106","Gaston-North Carolina","2012",0.4062153,0,0,0.2569429
"2107","Gaston-North Carolina","2013",0.4833885,0,0,0.4062153
"2108","Gaston-North Carolina","2014",0.5263481,0,0,0.4833885
"2109","Gaston-North Carolina","2015",0.5319971,0,0,0.5263481
"2110","Gaston-North Carolina","2016",0.6833142,0,0,0.5319971
"2111","Gaston-North Carolina","2017",0.9154649,0,0,0.6833142
"2112","Gaston-North Carolina","2018",1,1,0,0.9154649
"2113","Geauga-Ohio","2007",0.003415495,0,0,1
"2114","Geauga-Ohio","2008",0.02081033,0,0,0.003415495
"2115","Geauga-Ohio","2009",0.1207136,0,0,0.02081033
"2116","Geauga-Ohio","2010",0.1836591,0,0,0.1207136
"2117","Geauga-Ohio","2011",0.7511203,1,0,0.1836591
"2125","Giles-Tennessee","2007",1.780456e-05,0,0,1
"2126","Giles-Tennessee","2008",0.0006024542,0,0,1.780456e-05
"2127","Giles-Tennessee","2009",0.002603071,0,0,0.0006024542
"2128","Giles-Tennessee","2010",0.02053797,0,0,0.002603071
"2129","Giles-Tennessee","2011",0.1279932,0,0,0.02053797
"2130","Giles-Tennessee","2012",0.4505627,0,0,0.1279932
"2131","Giles-Tennessee","2013",0.7031233,0,0,0.4505627
"2132","Giles-Tennessee","2014",0.8990647,1,0,0.7031233
"2137","Giles-Virginia","2007",0.0004368118,0,0,1
"2138","Giles-Virginia","2008",0.1129175,1,0,0.0004368118
"2149","Gilmer-Georgia","2007",3.440133e-05,0,0,1
"2150","Gilmer-Georgia","2008",0.002176065,0,0,3.440133e-05
"2151","Gilmer-Georgia","2009",0.008432924,0,0,0.002176065
"2152","Gilmer-Georgia","2010",0.03016461,0,0,0.008432924
"2153","Gilmer-Georgia","2011",0.1214965,0,0,0.03016461
"2154","Gilmer-Georgia","2012",0.3283362,1,0,0.1214965
"2161","Gogebic-Michigan","2007",0.0001138113,0,0,1
"2162","Gogebic-Michigan","2008",0.0003450604,0,0,0.0001138113
"2163","Gogebic-Michigan","2009",0.001456067,0,0,0.0003450604
"2164","Gogebic-Michigan","2010",0.004926548,0,0,0.001456067
"2165","Gogebic-Michigan","2011",0.007314468,0,0,0.004926548
"2166","Gogebic-Michigan","2012",0.01025749,0,0,0.007314468
"2167","Gogebic-Michigan","2013",0.2971277,0,0,0.01025749
"2168","Gogebic-Michigan","2014",0.5296799,0,0,0.2971277
"2169","Gogebic-Michigan","2015",0.7929312,1,0,0.5296799
"2173","Goodhue-Minnesota","2007",2.086572e-05,0,0,1
"2174","Goodhue-Minnesota","2008",7.934801e-05,0,0,2.086572e-05
"2175","Goodhue-Minnesota","2009",0.0005813385,0,0,7.934801e-05
"2176","Goodhue-Minnesota","2010",0.00112966,0,0,0.0005813385
"2177","Goodhue-Minnesota","2011",0.002201243,0,0,0.00112966
"2178","Goodhue-Minnesota","2012",0.004329075,0,0,0.002201243
"2179","Goodhue-Minnesota","2013",0.01512958,0,0,0.004329075
"2180","Goodhue-Minnesota","2014",0.04884403,0,0,0.01512958
"2181","Goodhue-Minnesota","2015",0.2665045,0,0,0.04884403
"2182","Goodhue-Minnesota","2016",0.77169,1,0,0.2665045
"2185","Goshen-Wyoming","2007",9.65704e-06,0,0,1
"2186","Goshen-Wyoming","2008",4.03663e-05,0,0,9.65704e-06
"2187","Goshen-Wyoming","2009",0.0004100504,0,0,4.03663e-05
"2188","Goshen-Wyoming","2010",0.0006537719,0,0,0.0004100504
"2189","Goshen-Wyoming","2011",0.001394844,0,0,0.0006537719
"2190","Goshen-Wyoming","2012",0.002813321,0,0,0.001394844
"2191","Goshen-Wyoming","2013",0.006850668,0,0,0.002813321
"2192","Goshen-Wyoming","2014",0.01415551,0,0,0.006850668
"2193","Goshen-Wyoming","2015",0.02612966,0,0,0.01415551
"2194","Goshen-Wyoming","2016",0.04676428,0,0,0.02612966
"2195","Goshen-Wyoming","2017",0.3331751,1,0,0.04676428
"2197","Grafton-New Hampshire","2007",0.3190979,0,0,1
"2198","Grafton-New Hampshire","2008",0.6779952,1,0,0.3190979
"2209","Grainger-Tennessee","2007",7.032543e-05,0,0,1
"2210","Grainger-Tennessee","2008",0.008848604,0,0,7.032543e-05
"2211","Grainger-Tennessee","2009",0.04004074,0,0,0.008848604
"2212","Grainger-Tennessee","2010",0.1029041,0,0,0.04004074
"2213","Grainger-Tennessee","2011",0.2767449,0,0,0.1029041
"2214","Grainger-Tennessee","2012",0.7089447,0,0,0.2767449
"2215","Grainger-Tennessee","2013",0.9247119,1,0,0.7089447
"2221","Grand Traverse-Michigan","2007",0.0009673417,0,0,1
"2222","Grand Traverse-Michigan","2008",0.003076473,0,0,0.0009673417
"2223","Grand Traverse-Michigan","2009",0.01392773,0,0,0.003076473
"2224","Grand Traverse-Michigan","2010",0.03734842,0,0,0.01392773
"2225","Grand Traverse-Michigan","2011",0.06187142,0,0,0.03734842
"2226","Grand Traverse-Michigan","2012",0.08113164,0,0,0.06187142
"2227","Grand Traverse-Michigan","2013",0.1965339,0,0,0.08113164
"2228","Grand Traverse-Michigan","2014",0.7408033,1,0,0.1965339
"2233","Grant-West Virginia","2007",0.002161097,0,0,1
"2234","Grant-West Virginia","2008",0.12757,0,0,0.002161097
"2235","Grant-West Virginia","2009",0.3921735,0,0,0.12757
"2236","Grant-West Virginia","2010",0.7245298,1,0,0.3921735
"2245","Grant-Wisconsin","2007",3.753927e-05,0,0,1
"2246","Grant-Wisconsin","2008",0.0001736085,0,0,3.753927e-05
"2247","Grant-Wisconsin","2009",0.001734254,0,0,0.0001736085
"2248","Grant-Wisconsin","2010",0.003194168,0,0,0.001734254
"2249","Grant-Wisconsin","2011",0.006860425,0,0,0.003194168
"2250","Grant-Wisconsin","2012",0.01709386,0,0,0.006860425
"2251","Grant-Wisconsin","2013",0.02618269,1,0,0.01709386
"2257","Green-Wisconsin","2007",7.088055e-05,0,0,1
"2258","Green-Wisconsin","2008",0.0003395388,0,0,7.088055e-05
"2259","Green-Wisconsin","2009",0.002590414,0,0,0.0003395388
"2260","Green-Wisconsin","2010",0.005496952,0,0,0.002590414
"2261","Green-Wisconsin","2011",0.01227104,0,0,0.005496952
"2262","Green-Wisconsin","2012",0.03580497,0,0,0.01227104
"2263","Green-Wisconsin","2013",0.0900622,0,0,0.03580497
"2264","Green-Wisconsin","2014",0.4674595,0,0,0.0900622
"2265","Green-Wisconsin","2015",0.7407832,1,0,0.4674595
"2269","Greenbrier-West Virginia","2007",0.0008064194,0,0,1
"2270","Greenbrier-West Virginia","2008",0.1497222,0,0,0.0008064194
"2271","Greenbrier-West Virginia","2009",0.4501071,1,0,0.1497222
"2281","Greene-Indiana","2007",0.0001168116,0,0,1
"2282","Greene-Indiana","2008",0.001806354,0,0,0.0001168116
"2283","Greene-Indiana","2009",0.008365454,0,0,0.001806354
"2284","Greene-Indiana","2010",0.2292824,0,0,0.008365454
"2285","Greene-Indiana","2011",0.6184741,1,0,0.2292824
"2293","Greene-Missouri","2007",4.806921e-06,0,0,1
"2294","Greene-Missouri","2008",4.774867e-05,0,0,4.806921e-06
"2295","Greene-Missouri","2009",0.009622071,0,0,4.774867e-05
"2296","Greene-Missouri","2010",0.01071522,0,0,0.009622071
"2297","Greene-Missouri","2011",0.02803398,0,0,0.01071522
"2298","Greene-Missouri","2012",0.05190431,0,0,0.02803398
"2299","Greene-Missouri","2013",0.2373838,1,0,0.05190431
"2305","Greene-Tennessee","2007",9.434305e-05,0,0,1
"2306","Greene-Tennessee","2008",0.01737633,0,0,9.434305e-05
"2307","Greene-Tennessee","2009",0.09743028,0,0,0.01737633
"2308","Greene-Tennessee","2010",0.2339978,0,0,0.09743028
"2309","Greene-Tennessee","2011",0.4364062,0,0,0.2339978
"2310","Greene-Tennessee","2012",0.684004,1,0,0.4364062
"2317","Greenville-South Carolina","2007",8.688121e-05,0,0,1
"2318","Greenville-South Carolina","2008",0.009032223,0,0,8.688121e-05
"2319","Greenville-South Carolina","2009",0.03460076,0,0,0.009032223
"2320","Greenville-South Carolina","2010",0.1641357,0,0,0.03460076
"2321","Greenville-South Carolina","2011",0.2291742,0,0,0.1641357
"2322","Greenville-South Carolina","2012",0.4855554,0,0,0.2291742
"2323","Greenville-South Carolina","2013",0.6552657,0,0,0.4855554
"2324","Greenville-South Carolina","2014",0.6691724,0,0,0.6552657
"2325","Greenville-South Carolina","2015",0.6821729,0,0,0.6691724
"2326","Greenville-South Carolina","2016",0.8142414,1,0,0.6821729
"2329","Grey-Ontario","2007",0.009186448,0,0,1
"2330","Grey-Ontario","2008",0.02413785,0,0,0.009186448
"2331","Grey-Ontario","2009",0.09422331,1,0,0.02413785
"2341","Grundy-Tennessee","2007",2.16928e-05,0,0,1
"2342","Grundy-Tennessee","2008",0.001047516,0,0,2.16928e-05
"2343","Grundy-Tennessee","2009",0.004047972,0,0,0.001047516
"2344","Grundy-Tennessee","2010",0.01724622,0,0,0.004047972
"2345","Grundy-Tennessee","2011",0.1927834,0,0,0.01724622
"2346","Grundy-Tennessee","2012",0.6092252,1,0,0.1927834
"2353","Guysborough-Nova Scotia","2007",0.0008773763,0,0,1
